,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
African Clawless Otter [70],     1416,     1743,     1879,     1495,      643,       91,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
Cape Teal [33],     1940,     1768,     1566,     1372,     1245,     1324,     1635,     1954,     2098,     2030,     1893,     1754,     1624,     1503,     1391,     1287,     1191,     1102,     1020,      944,      873,      808,      748,      692,      640,      593,      548,      508,      470,      435,      402,      372,      344,      319,      295,      273,      253,      234,      216,      200,      185,      171,      159,      147,      136,      126,      116,      108,      100,       92,       85,       79,       73,       68,       63,       58,       54,       50,       46,       42,       39,       36,       34,       31,       29,       27,       25,       23,       21,       20,       18,       17,       16,       14,       13,       12,       11,       11,       10,        9,        8,        8,        7,        7,        6,        6,        5,        5,        4,        4,        4,        4,        3,        3,        3,        3,        2,        2,        2,        2,        2,        2,        2,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
Bohor Reedbuck [82],     1186,     1385,     1379,     1004,      411,       65,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
Baobab [7],     7385,     5272,     3710,     2571,     1816,     1310,      853,      409,      116,       21,        4,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
African Elephant [95],     1358,     2063,     3087,     4524,     6453,     8925,    11854,    14641,    15922,    15346,    14149,    12933,    11803,    10768,     9824,     8962,     8175,     7458,     6804,     6207,     5662,     5165,     4712,     4298,     3921,     3577,     3263,     2977,     2716,     2477,     2260,     2062,     1881,     1716,     1565,     1428,     1303,     1188,     1084,      989,      902,      823,      751,      685,      625,      570,      520,      474,      433,      395,      360,      329,      300,      273,      249,      228,      208,      189,      173,      158,      144,      131,      120,      109,      100,       91,       83,       76,       69,       63,       57,       52,       48,       44,       40,       36,       33,       30,       28,       25,       23,       21,       19,       17,       16,       14,       13,       12,       11,       10,        9,        8,        8,        7,        6,        6,        5,        5,        4,        4,        4,        3,        3,        3,        3,        2,        2,        2,        2,        2,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
Nile Crocodile [91],     1413,     1230,      923,      514,      164,       21,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
Leopard Tortoise [61],     1364,     1371,     1379,     1387,     1395,     1403,     1412,     1420,     1428,     1437,     1445,     1454,     1463,     1471,     1480,     1489,     1498,     1507,     1516,     1526,     1535,     1544,     1554,     1563,     1573,     1582,     1592,     1602,     1612,     1622,     1632,     1642,     1652,     1662,     1673,     1683,     1694,     1704,     1715,     1726,     1737,     1748,     1759,     1770,     1781,     1792,     1804,     1815,     1827,     1839,     1850,     1862,     1874,     1886,     1898,     1911,     1923,     1936,     1948,     1961,     1974,     1987,     2000,     2013,     2026,     2039,     2053,     2066,     2080,     2094,     2108,     2122,     2136,     2150,     2164,     2179,     2193,     2208,     2223,     2238,     2253,     2268,     2284,     2299,     2315,     2330,     2346,     2362,     2378,     2394,     2411,     2427,     2444,     2461,     2478,     2495,     2512,     2529,     2547,     2565,     2582,     2600,     2618,     2637,     2655,     2674,     2692,     2711,     2730,     2749,     2769,     2788,     2808,     2828,     2848,     2868,     2888,     2909,     2930,     2950,     2971,     2993,     3014,     3036,     3057,     3079,     3101,     3124,     3146,     3169,     3192,     3215,     3238,     3262,     3285,     3309,     3333,     3357,     3382,     3407,     3432,     3457,     3482,     3507,     3533,     3559,     3585,     3612,     3638,     3665,     3692,     3720,     3747,     3775,     3803,     3831,     3860,     3888,     3917,     3947,     3976,     4006,     4036,     4066,     4096,     4127,     4158,     4189,     4221,     4253,     4285,     4317,     4350,     4383,     4416,     4449,     4483,     4517,     4552,     4586,     4621,     4656,     4692,     4728,     4764,     4800,     4837,     4874,     4911,     4949,     4987,     5025,     5064,     5103,     5142,     5182,     5222,     5262,     5303,     5344
