,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
African Marsh Owl [49],     1453,     1475,     1498,     1519,     1540,     1560,     1579,     1598,     1615,     1631,     1646,     1661,     1675,     1688,     1701,     1714,     1727,     1740,     1753,     1766,     1779,     1792,     1805,     1819,     1832,     1846,     1859,     1873,     1887,     1901,     1915,     1929,     1944,     1958,     1972,     1987,     2002,     2017,     2032,     2047,     2062,     2077,     2093,     2108,     2124,     2139,     2155,     2171,     2188,     2204,     2220,     2237,     2253,     2270,     2287,     2304,     2321,     2338,     2356,     2373,     2391,     2409,     2427,     2445,     2463,     2481,     2500,     2519,     2537,     2556,     2575,     2595,     2614,     2634,     2653,     2673,     2693,     2713,     2734,     2754,     2775,     2795,     2816,     2837,     2859,     2880,     2902,     2923,     2945,     2967,     2990,     3012,     3035,     3057,     3080,     3103,     3127,     3150,     3174,     3198,     3222,     3246,     3270,     3295,     3320,     3344,     3370,     3395,     3420,     3446,     3472,     3498,     3524,     3550,     3577,     3603,     3630,     3656,     3683,     3710,     3736,     3762,     3788,     3814,     3838,     3862,     3884,     3905,     3923,     3939,     3951,     3960,     3963,     3962,     3955,     3945,     3931,     3916,     3900,     3884,     3868,     3852,     3836,     3820,     3804,     3788,     3773,     3757,     3742,     3728,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
Plant Juices [2],     6751,     5232,     4188,     3426,     2849,     2402,     2053,     1779,     1564,     1398,     1272,     1179,     1115,     1075,     1055,     1049,     1053,     1063,     1075,     1088,     1102,     1116,     1130,     1143,     1156,     1169,     1182,     1194,     1205,     1217,     1228,     1239,     1249,     1259,     1269,     1278,     1287,     1296,     1305,     1313,     1321,     1328,     1335,     1342,     1349,     1355,     1362,     1368,     1373,     1379,     1384,     1389,     1394,     1398,     1403,     1407,     1411,     1415,     1419,     1422,     1426,     1429,     1432,     1435,     1438,     1440,     1443,     1445,     1448,     1450,     1452,     1454,     1456,     1458,     1460,     1462,     1463,     1465,     1466,     1468,     1469,     1470,     1471,     1472,     1474,     1475,     1476,     1477,     1477,     1478,     1479,     1480,     1481,     1481,     1482,     1482,     1483,     1483,     1484,     1484,     1485,     1485,     1485,     1485,     1485,     1485,     1485,     1484,     1483,     1482,     1481,     1479,     1476,     1473,     1469,     1463,     1456,     1447,     1435,     1420,     1401,     1378,     1348,     1311,     1265,     1208,     1139,     1055,      957,      843,      715,      578,      438,      305,      190,      102,       45,       16,        4,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
Lion [86],     1131,     1329,     1524,     1704,     1857,     1970,     2034,     2040,     1980,     1851,     1653,     1393,     1091,      779,      498,      285,      149,       74,       36,       18,        9,        5,        2,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        1,        1,        1,        1,        1,        2,        2,        3,        3,        4,        6,        7,        9,       12,       15,       19,       24,       31,       39,       50,       64,       82,      105,      135,      173,      222,      285,      366,      470,      604,      777,      998,     1284,     1652,     2126,     2736,     3522,     4535,     5840,     7520,     9684,    12471,    16060,    20680,    26627,    34282,    44135,    56815,    73133,    94130,   121147,   155905,   200619,   258137,   332121,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
Greater Bushbaby [55],     1946,     2162,     2379,     2593,     2805,     3013,     3216,     3412,     3599,     3772,     3929,     4064,     4172,     4247,     4284,     4282,     4246,     4186,     4112,     4029,     3942,     3851,     3759,     3665,     3571,     3476,     3380,     3285,     3190,     3096,     3003,     2910,     2818,     2727,     2638,     2550,     2463,     2378,     2294,     2212,     2132,     2053,     1977,     1902,     1828,     1757,     1687,     1620,     1554,     1490,     1428,     1367,     1309,     1252,     1197,     1144,     1093,     1043,      995,      949,      905,      862,      820,      781,      742,      705,      670,      636,      604,      572,      543,      514,      487,      460,      435,      411,      389,      367,      346,      326,      308,      290,      273,      257,      241,      227,      213,      200,      187,      176,      164,      154,      144,      135,      126,      118,      110,      102,       95,       89,       83,       77,       71,       66,       62,       57,       53,       49,       45,       42,       39,       36,       33,       31,       28,       26,       24,       22,       20,       19,       17,       16,       14,       13,       12,       11,       10,        9,        8,        7,        7,        6,        5,        5,        4,        4,        3,        3,        2,        2,        2,        2,        1,        1,        1,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
Leopard [80],     1896,     1634,     1358,     1087,      838,      622,      445,      306,      203,      128,       77,       43,       23,       11,        5,        2,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
Nile Crocodile [91],     1792,     2013,     2239,     2467,     2694,     2917,     3134,     3346,     3550,     3748,     3940,     4126,     4307,     4484,     4658,     4829,     4997,     5164,     5328,     5491,     5652,     5812,     5969,     6124,     6278,     6430,     6580,     6728,     6874,     7018,     7161,     7302,     7441,     7579,     7714,     7849,     7981,     8112,     8242,     8370,     8497,     8622,     8746,     8869,     8991,     9111,     9230,     9348,     9465,     9582,     9697,     9811,     9924,    10037,    10148,    10259,    10369,    10479,    10588,    10696,    10804,    10911,    11018,    11124,    11230,    11335,    11440,    11545,    11650,    11754,    11858,    11962,    12065,    12169,    12272,    12375,    12479,    12582,    12685,    12788,    12891,    12995,    13098,    13202,    13305,    13409,    13513,    13617,    13721,    13826,    13931,    14036,    14141,    14247,    14353,    14460,    14567,    14674,    14781,    14889,    14998,    15107,    15216,    15326,    15436,    15547,    15658,    15770,    15882,    15995,    16108,    16222,    16336,    16450,    16565,    16680,    16796,    16912,    17027,    17143,    17258,    17372,    17486,    17598,    17708,    17816,    17920,    18021,    18116,    18206,    18288,    18363,    18430,    18487,    18537,    18579,    18615,    18645,    18671,    18693,    18712,    18726,    18738,    18746,    18751,    18754,    18753,    18750,    18744,    18738,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
Crickets [14],     1889,     1698,     1512,     1336,     1173,     1027,      900,      791,      699,      625,      565,      520,      486,      463,      447,      439,      434,      432,      430,      430,      430,      430,      430,      430,      430,      430,      430,      430,      430,      430,      430,      430,      430,      431,      431,      431,      431,      431,      431,      431,      431,      431,      432,      432,      432,      432,      432,      432,      432,      432,      432,      432,      433,      433,      433,      433,      433,      433,      433,      433,      433,      434,      434,      434,      434,      434,      434,      434,      434,      434,      435,      435,      435,      435,      435,      435,      435,      435,      435,      436,      436,      436,      436,      436,      436,      436,      436,      437,      437,      437,      437,      437,      437,      437,      437,      437,      437,      438,      438,      438,      438,      438,      438,      438,      438,      438,      437,      437,      437,      437,      436,      435,      435,      433,      432,      430,      427,      424,      420,      415,      408,      400,      390,      377,      362,      342,      319,      292,      261,      225,      187,      147,      108,       72,       43,       22,        9,        3,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
